Id interne de valorisation;Date;Type;Famille de produit;Code produit;Produit;Param1;Param2;Param3;Description;Prénom utilisateur;Nom utilisateur;Quantité;Prix d'achat;Client/revendeur direct (niv. 1);Réf. client/revendeur direct (niv. 1);Prix d'achat niv. 1 (Prix de revente);Nom client Niveau 2;Ref client Niveau 2;Prix client Niveau 2
17373947165;2025-06-01 00:00:00;Abonnement;Liens d'accès FR;03-1043-01-M;FTTH Bouygues 1 Gbps;0844061726;ACCUEIL FRATERNEL ROUBAISIEN;2022-09-12 12:48:47;2025-05-28 00:00:00;;;1,00;39,00;ACCUEIL FRATERNEL ROUBAISIEN;411AFRSIEGE;0,00;AFR - SIEGE;411AFRSIEGE;0,00
17373974375;2025-06-01 00:00:00;Abonnement;Liens d'accès FR;03-1043-01-M;FTTH Bouygues 1 Gbps;0844157625;EURO COURTAGE;2025-03-27 18:34:27;;;;1,00;39,00;EURO COURTAGE;411EUROCOURTAGE;0,00;;;
17374198939;2025-06-01 00:00:00;Abonnement;Liens d'accès FR;03-1037-01-M;FTTH Orange 1 Gb;VIA000000040434;CLOISONOR;2022-06-17 00:00:00;;;;1,00;49,00;CLOISONOR;411CLOISONOR;0,00;;;
17374746093;2025-06-01 00:00:00;Abonnement;Liens d'accès FR;03-209-01-M;FTTH Kosc 1Gb / 800 Mb - Zone A;S231031_04481;CAROSSERIE LILLOISE;2023-10-31 11:41:31;;;;1,00;39,00;CARROSSERIE LILLOISE;411CARROSLIL;0,00;CARROSSERIE LILLOISE (site principal);411CARROSLIL;0,00
17375063150;2025-06-01 00:00:00;Abonnement;Liens d'accès FR;03-209-01-M;FTTH Kosc 1Gb / 800 Mb - Zone A;S240328_22716;COLLEGE SIMONE DE BEAUVOIR;2024-03-28 15:36:09;;;;1,00;39,00;COLLEGE SIMONE DE BEAUVOIR;411COLBEAUVOIR;0,00;;;
17375488562;2025-06-01 00:00:00;Abonnement;Liens d'accès FR;03-1043-01-M;FTTH Bouygues 1 Gbps;0844113588;COMMUNE DE PREMESQUES;2024-04-05 14:35:50;;;;1,00;39,00;COMMUNE DE PREMESQUES;411PREMESQUES;0,00;;;
17375504688;2025-06-01 00:00:00;Abonnement;Liens d'accès FR;03-209-01-M;FTTH Kosc 1Gb / 800 Mb - Zone A;S230427_85079;TITOY RESTAURATION;2023-04-28 00:26:48;;;;1,00;39,00;TITOY RESTAURATION;411TITOY;0,00;;;
17375776857;2025-06-01 00:00:00;Abonnement;Liens d'accès FR;03-2047-01-M;FTTH Orange 1 Gbps / 800 Mbps;VIA000000065653;CENTRE FERON VRAU;2023-07-12 00:00:00;;;;1,00;42,00;CENTRE FERON VRAU;411FERONVRAU;0,00;;;
17375801501;2025-06-01 00:00:00;Abonnement;Liens d'accès FR;03-1043-01-M;FTTH Bouygues 1 Gbps;0844089085;PLANCKAERT ET FILS;2023-07-25 16:45:45;;;;1,00;39,00;PLANCKAERT ET FILS;411PLACKAERT;0,00;;;
17375913014;2025-06-01 00:00:00;Abonnement;Liens d'accès FR;03-1214-01-M;FTTH SFR 1 Gb / 200 Mb - Zone ZTD;LAAJALUP;BEHAL;2023-08-22 00:00:00;;;;1,00;39,00;EPICURE ING;411BEHAL;0,00;;;
17375929115;2025-06-01 00:00:00;Abonnement;Liens d'accès FR;03-1222-01-M;FTTH SFR 1 Gb / 200 Mb - Zone ZMD;ZA001IEO;RAYMOND MANIEZ;2024-12-03 15:31:35;;;;1,00;39,00;RAYMOND MANIEZ;411MANIEZ;0,00;;;
17375967252;2025-06-01 00:00:00;Abonnement;Liens d'accès FR;03-1043-01-M;FTTH Bouygues 1 Gbps;0844091645;LOCAMIA;2023-09-19 10:34:42;;;;1,00;39,00;LOCAMIA;411LOCAMIA;0,00;LOCAMIA - Site Roubaix;411LOCAMIA;0,00
