Id interne de valorisation;Date;Type;Famille de produit;Code produit;Produit;Param1;Param2;Param3;Description;Prénom utilisateur;Nom utilisateur;Quantité;Prix d'achat;Client/revendeur direct (niv. 1);Réf. client/revendeur direct (niv. 1);Prix d'achat niv. 1 (Prix de revente);Nom client Niveau 2;Ref client Niveau 2;Prix client Niveau 2
17371623582;2025-06-01 00:00:00;Abonnement;Matériel en location;02-302-01-Z;Routeur Ethernet (fibre - débit inférieur ou égal à 1 Gb) (36 mois);20250206181668;2025-02-07 15:22:16;HH60AAAHJ4B - MikroTik;;;;1,00;10,00;;;;;;
17371623661;2025-06-01 00:00:00;Abonnement;Matériel en location;02-302-01-Z;Routeur Ethernet (fibre - débit inférieur ou égal à 1 Gb) (36 mois);20250206181668;2025-02-07 15:22:16;HH60A394QZA - MikroTik;;;;1,00;10,00;;;;;;
17371629224;2025-06-01 00:00:00;Abonnement;Matériel en location;02-396-01-Z;Routeur 4G - Evolution (36 mois);20250417184533;2025-04-18 10:33:00;HH20AA89CSP - MikroTik;;;;1,00;5,00;;;;;;
17371629250;2025-06-01 00:00:00;Abonnement;Matériel en location;02-396-01-Z;Routeur 4G - Evolution (36 mois);20250417184533;2025-04-18 10:33:00;HH20A0EJMYY - MikroTik;;;;1,00;5,00;;;;;;
17371629272;2025-06-01 00:00:00;Abonnement;Matériel en location;02-396-01-Z;Routeur 4G - Evolution (36 mois);20250417184533;2025-04-18 10:33:00;HH20ABRYEXP - MikroTik;;;;1,00;5,00;;;;;;
17371629312;2025-06-01 00:00:00;Abonnement;Matériel en location;02-351-01-Z;Routeur FTTH (36 mois) - FR;20250417184533;2025-04-18 10:33:00;HGG09VCZGQQ - MikroTik;;;;1,00;3,00;;;;;;
17371629339;2025-06-01 00:00:00;Abonnement;Matériel en location;02-351-01-Z;Routeur FTTH (36 mois) - FR;20250417184533;2025-04-18 10:33:00;HGG09QCQJ53 - MikroTik;;;;1,00;3,00;;;;;;
17371629354;2025-06-01 00:00:00;Abonnement;Matériel en location;02-351-01-Z;Routeur FTTH (36 mois) - FR;20250417184533;2025-04-18 10:33:00;HGG09TYXZDK - MikroTik;;;;1,00;3,00;;;;;;
17371730397;2025-06-01 00:00:00;Abonnement;Matériel en location;02-353-01-Z;Router Ethernet (fibre - débit inférieur ou égal à 200Mb) (36 mois);20241018177158;2024-10-21 10:39:36;HGA09SVHY1E - MikroTik;;;;1,00;3,00;;;;;;
17371730421;2025-06-01 00:00:00;Abonnement;Matériel en location;02-396-01-Z;Routeur 4G - Evolution (36 mois);20241018177158;2024-10-21 10:39:36;HGR0A54T03B - MikroTik;;;;1,00;5,00;;;;;;
17371730445;2025-06-01 00:00:00;Abonnement;Matériel en location;02-396-01-Z;Routeur 4G - Evolution (36 mois);20241018177158;2024-10-21 10:39:36;HGR0A6NTDTD - MikroTik;;;;1,00;5,00;;;;;;
17371730465;2025-06-01 00:00:00;Abonnement;Matériel en location;02-396-01-Z;Routeur 4G - Evolution (36 mois);20241018177158;2024-10-21 10:39:36;HGR0AF6CB2Z - MikroTik;;;;1,00;5,00;;;;;;
17371807614;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-002-01-M;vCPU - Entreprise;VCPU - Mono-Datacenter;ACCUEIL FRATERNEL ROUBAISIEN;;;;;0,00;0,00;ACCUEIL FRATERNEL ROUBAISIEN;411AFRSIEGE;0,00;;;
17371807698;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-002-01-M;vCPU - Entreprise;VCPU - Mono-Datacenter;NCO Services;;;;;0,00;0,00;;;;;;
17371808059;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-002-01-M;vCPU - Entreprise;VCPU - Mono-Datacenter;AFR - SIEGE;;;;;2,00;11,00;ACCUEIL FRATERNEL ROUBAISIEN;411AFRSIEGE;0,00;AFR - SIEGE;411AFRSIEGE;0,00
17371818173;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-004-01-M;RAM - Entreprise;RAM - Mono-Datacenter;AFR - SIEGE;;;;;6,00;37,20;ACCUEIL FRATERNEL ROUBAISIEN;411AFRSIEGE;0,00;AFR - SIEGE;411AFRSIEGE;0,00
17371818201;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-004-01-M;RAM - Entreprise;RAM - Mono-Datacenter;ACCUEIL FRATERNEL ROUBAISIEN;;;;;0,00;0,00;ACCUEIL FRATERNEL ROUBAISIEN;411AFRSIEGE;0,00;;;
17371818215;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-004-01-M;RAM - Entreprise;RAM - Mono-Datacenter;NCO Services;;;;;0,00;0,00;;;;;;
17371825972;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-006-01-M;Stockage Standard - Entreprise;Storage - Entreprise - Mono-Datacenter;AFR - SIEGE;;;;;300,00;15,00;ACCUEIL FRATERNEL ROUBAISIEN;411AFRSIEGE;0,00;AFR - SIEGE;411AFRSIEGE;0,00
17371826002;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-006-01-M;Stockage Standard - Entreprise;Storage - Entreprise - Mono-Datacenter;ACCUEIL FRATERNEL ROUBAISIEN;;;;;0,00;0,00;ACCUEIL FRATERNEL ROUBAISIEN;411AFRSIEGE;0,00;;;
17371826012;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-006-01-M;Stockage Standard - Entreprise;Storage - Entreprise - Mono-Datacenter;NCO Services;;;;;0,00;0,00;;;;;;
17371831478;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-008-01-M;Stockage Haute Performance - Entreprise;Storage - High Performance - Mono-Datacenter;AFR - SIEGE;;;;;50,00;4,50;ACCUEIL FRATERNEL ROUBAISIEN;411AFRSIEGE;0,00;AFR - SIEGE;411AFRSIEGE;0,00
17371831500;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-008-01-M;Stockage Haute Performance - Entreprise;Storage - High Performance - Mono-Datacenter;ACCUEIL FRATERNEL ROUBAISIEN;;;;;0,00;0,00;ACCUEIL FRATERNEL ROUBAISIEN;411AFRSIEGE;0,00;;;
17371831513;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-008-01-M;Stockage Haute Performance - Entreprise;Storage - High Performance - Mono-Datacenter;NCO Services;;;;;0,00;0,00;;;;;;
